"","country","system","captured","abandoned","destroyed","damaged","total","Date"
"642","Ukraine","MT-LB with 140mm Ogon-18 MRLS",0,0,1,1,2,"02/18/2024"
"643","Ukraine","MT-LB with 82-mm automatic mortar 2B9 Vasilek",0,0,1,1,2,"02/18/2024"
"644","Ukraine","MT-LB with ZU-23 AA gun",2,0,9,0,11,"02/18/2024"
"645","Ukraine","MT-LB-S Ambulance",5,1,17,0,23,"02/18/2024"
"646","Ukraine","MT-LBM 6MB",3,1,7,3,14,"02/18/2024"
"647","Ukraine","MT-LBu",7,1,12,0,20,"02/18/2024"
"648","Ukraine","Malloy Aeronautics T150 cargo UAV",3,0,0,0,3,"02/18/2024"
"649","Ukraine","Marder 1A3",0,3,4,2,9,"02/18/2024"
"650","Ukraine","Mercedes-Benz Unimog U1300L ambulance",0,0,2,0,2,"02/18/2024"
"651","Ukraine","Merlin-VR",0,0,1,0,1,"02/18/2024"
"652","Ukraine","Mi-14PS maritime helicopter",0,0,1,0,1,"02/18/2024"
"653","Ukraine","Mi-2 training helicopter",1,0,2,0,3,"02/18/2024"
"654","Ukraine","Mi-24 attack helicopter",0,0,2,1,3,"02/18/2024"
"655","Ukraine","Mi-24P attack helicopter",0,0,6,0,6,"02/18/2024"
"656","Ukraine","Mi-24V/P/35M attack helicopter",0,0,1,2,3,"02/18/2024"
"657","Ukraine","Mi-28 attack helicopter",0,0,9,2,11,"02/18/2024"
"658","Ukraine","Mi-35M attack helicopter",0,0,9,1,10,"02/18/2024"
"659","Ukraine","Mi-8 transport helicopter",1,1,20,4,26,"02/18/2024"
"660","Ukraine","MiG-31BM fighter aircraft",0,0,1,0,1,"02/18/2024"
"661","Ukraine","Mohajer-6",0,0,2,0,2,"02/18/2024"
"662","Ukraine","NOTA",1,0,0,0,1,"02/18/2024"
"663","Ukraine","Novator",5,0,11,3,19,"02/18/2024"
"664","Ukraine","Orion",0,0,6,0,6,"02/18/2024"
"665","Ukraine","Orlan-10",71,0,93,0,164,"02/18/2024"
"666","Ukraine","Orlan-10 UCAV",2,0,1,0,3,"02/18/2024"
"667","Ukraine","Orlan-10 jamming UAV",3,0,2,0,5,"02/18/2024"
"668","Ukraine","Orlan-30",4,0,5,0,9,"02/18/2024"
"669","Ukraine","Oshkosh M-ATV",1,3,17,4,25,"02/18/2024"
"670","Ukraine","P-14 'Tall King'",0,0,0,1,1,"02/18/2024"
"671","Ukraine","P-18 'Malakhit'",1,0,6,0,7,"02/18/2024"
"672","Ukraine","P-18 'Spoon Rest D'",1,0,5,1,7,"02/18/2024"
"673","Ukraine","P-18ML long-range VHF surveillance radar",0,0,0,1,1,"02/18/2024"
"674","Ukraine","P-19 'Flat Face B'",0,0,2,0,2,"02/18/2024"
"675","Ukraine","P-230T command vehicle",0,0,3,0,3,"02/18/2024"
"676","Ukraine","P-260-U signals vehicle (for Redut-2US signal and communications system)",1,0,1,0,2,"02/18/2024"
"677","Ukraine","P-35/37 'Bar Lock'",0,0,1,0,1,"02/18/2024"
"678","Ukraine","PD-1",1,0,2,0,3,"02/18/2024"
"679","Ukraine","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",1,0,1,0,2,"02/18/2024"
"680","Ukraine","PRP-3 with a BMD-2 turret",0,0,4,0,4,"02/18/2024"
"681","Ukraine","PRV-11 'Side Net'",1,0,0,0,1,"02/18/2024"
"682","Ukraine","PRV-13 'Odd Pair'",1,0,2,0,3,"02/18/2024"
"683","Ukraine","PRV-16 'Thin Skin B'",0,0,3,0,3,"02/18/2024"
"684","Ukraine","PTS-2 tracked amphibious transport",1,0,0,0,1,"02/18/2024"
"685","Ukraine","Pbv 501A",1,0,8,0,9,"02/18/2024"
"686","Ukraine","Peugeot P4",0,0,2,0,2,"02/18/2024"
"687","Ukraine","Poseidon H10",0,0,1,0,1,"02/18/2024"
"688","Ukraine","Pr.304 Amur-class command ship",0,0,1,0,1,"02/18/2024"
"689","Ukraine","Project 02510 BK-16E high-speed assault boat",0,0,1,0,1,"02/18/2024"
"690","Ukraine","Project 1164 Slava-class guided missile cruiser",0,0,1,0,1,"02/18/2024"
"691","Ukraine","Project 1171 Tapir-class landing ship",0,0,1,0,1,"02/18/2024"
"692","Ukraine","Project 11770 Serna-class landing craft",0,0,1,1,2,"02/18/2024"
"693","Ukraine","Project 22870 rescue tug",0,0,1,0,1,"02/18/2024"
"694","Ukraine","Project 376 Yaroslavets-class general purpose tugboat",0,0,1,0,1,"02/18/2024"
"695","Ukraine","Project 636.3 Improved Kilo-class submarine",0,0,0,1,1,"02/18/2024"
"696","Ukraine","Project 640 small patrol boat",0,0,1,0,1,"02/18/2024"
"697","Ukraine","Project 775 Ropucha-class landing ship",0,0,2,1,3,"02/18/2024"
"698","Ukraine","R-142N command and staff vehicle",0,0,1,0,1,"02/18/2024"
"699","Ukraine","R-145BM command vehicle",1,0,1,0,2,"02/18/2024"
"700","Ukraine","R-145BM1 command vehicle",1,0,5,0,6,"02/18/2024"
"701","Ukraine","R-149MA1 command and staff vehicle",29,2,49,5,85,"02/18/2024"
"702","Ukraine","R-166-0.5 signals vehicle",6,0,18,0,24,"02/18/2024"
"703","Ukraine","R-330BMV and R-394BMV Borisoglebsk-2B",1,0,4,2,7,"02/18/2024"
"704","Ukraine","R-330ZH Zhitel",0,0,14,3,17,"02/18/2024"
"705","Ukraine","R-381T2M radio monitoring station from a modernised R-381TM Taran-M automatic signals intelligence complex",1,0,4,0,5,"02/18/2024"
"706","Ukraine","R-410-7,5 tropospheric radio relay communication station",0,0,1,0,1,"02/18/2024"
"707","Ukraine","R-934UM",0,0,1,0,1,"02/18/2024"
"708","Ukraine","RB-636AM2 Svet-KU EW system",0,0,2,1,3,"02/18/2024"
"709","Ukraine","RKhM 'Kashalot'",3,0,2,2,7,"02/18/2024"
"710","Ukraine","Remdiesel Z-STS Akhmat",1,2,11,4,18,"02/18/2024"
"711","Ukraine","Repeynik portable counter-UAS radar",0,0,1,0,1,"02/18/2024"
"712","Ukraine","SNAR-10 battlefield surveillance radar",2,0,1,0,3,"02/18/2024"
"713","Ukraine","SNAR-10M1 battlefield surveillance radar",1,0,1,2,4,"02/18/2024"
"714","Ukraine","ST-68U radar",0,0,4,0,4,"02/18/2024"
"715","Ukraine","Shark",2,0,9,0,11,"02/18/2024"
"716","Ukraine","Silok-01 counter-UAV system",1,0,3,1,5,"02/18/2024"
"717","Ukraine","Sisu XA-185",1,2,5,2,10,"02/18/2024"
"718","Ukraine","Sorum-class seagoing tugboat",1,0,0,0,1,"02/18/2024"
"719","Ukraine","Spaitech Sparrow",3,0,1,0,4,"02/18/2024"
"720","Ukraine","Spectator-M1",2,0,4,0,6,"02/18/2024"
"721","Ukraine","Stenka-class patrol boat (Operated by the Sea Guard)",0,0,1,0,1,"02/18/2024"
"722","Ukraine","Stridsvagn 122",0,4,1,4,9,"02/18/2024"
"723","Ukraine","Strizh-3 counter-UAV system",0,0,1,0,1,"02/18/2024"
"724","Ukraine","Su-24M strike aircraft",0,0,3,0,3,"02/18/2024"
"725","Ukraine","Su-24MR tactical reconnaissance aircraft",0,0,1,0,1,"02/18/2024"
"726","Ukraine","Su-27 fighter aircraft",0,0,13,0,13,"02/18/2024"
"727","Ukraine","Su-34 strike aircraft",0,0,22,0,22,"02/18/2024"
"728","Ukraine","Supercam S350",7,0,10,0,17,"02/18/2024"
"729","Ukraine","T-64 mine-clearing tank",1,1,1,1,4,"02/18/2024"
"730","Ukraine","T-64A",1,0,1,0,2,"02/18/2024"
"731","Ukraine","T-64B",2,0,2,1,5,"02/18/2024"
"732","Ukraine","T-64B1M",7,0,3,0,10,"02/18/2024"
"733","Ukraine","T-64BM 'Bulat'",3,0,11,3,17,"02/18/2024"
"734","Ukraine","T-64BM2 'Bulat'",0,0,4,1,5,"02/18/2024"
"735","Ukraine","T-64BV",50,13,164,37,264,"02/18/2024"
"736","Ukraine","T-72 'Ural'",1,0,3,1,5,"02/18/2024"
"737","Ukraine","T-72AMT",6,2,11,5,24,"02/18/2024"
"738","Ukraine","T-72AV",6,7,25,7,45,"02/18/2024"
"739","Ukraine","T-72B",75,26,256,26,383,"02/18/2024"
"740","Ukraine","T-72B Obr. 2022",0,22,38,19,79,"02/18/2024"
"741","Ukraine","T-72B3 Obr. 2016",102,12,135,22,271,"02/18/2024"
"742","Ukraine","T-72B3 Obr. 2022",0,6,27,6,39,"02/18/2024"
"743","Ukraine","T-72EA",1,0,4,1,6,"02/18/2024"
"744","Ukraine","T-80BV",85,59,355,82,581,"02/18/2024"
"745","Ukraine","T-80BVM Obr. 2022",0,2,7,2,11,"02/18/2024"
"746","Ukraine","T-80UE-1",4,0,3,0,7,"02/18/2024"
"747","Ukraine","T-80UK",1,1,1,0,3,"02/18/2024"
"748","Ukraine","T-80UM2",0,0,1,0,1,"02/18/2024"
"749","Ukraine","T-90A",9,4,22,3,38,"02/18/2024"
"750","Ukraine","T-90M",3,15,33,25,76,"02/18/2024"
"751","Ukraine","TZM-T reloader vehicle (for TOS-1A)",4,1,3,0,8,"02/18/2024"
"752","Ukraine","Takhion",4,0,1,0,5,"02/18/2024"
"753","Ukraine","Torn(-MDM)",1,0,0,0,1,"02/18/2024"
"754","Ukraine","Triton-1",3,0,0,0,3,"02/18/2024"
"755","Ukraine","Truck-based support equipment (for S-400)",0,0,1,0,1,"02/18/2024"
"756","Ukraine","UAZ-23632 pickup truck",3,0,7,0,10,"02/18/2024"
"757","Ukraine","UAZ-23632-148-64 armed pickup truck",0,0,7,0,7,"02/18/2024"
"758","Ukraine","UAZ-469 jeep",6,2,8,2,18,"02/18/2024"
"759","Ukraine","UJ-22",0,0,2,0,2,"02/18/2024"
"760","Ukraine","UR-67 mine clearing charge on BTR-D APC",1,0,0,0,1,"02/18/2024"
"761","Ukraine","UR-77 'Meteorit' mine clearing vehicle",18,1,13,0,32,"02/18/2024"
"762","Ukraine","Unknown AFV",2,12,201,20,235,"02/18/2024"
"763","Ukraine","Unknown BTR",0,0,3,0,3,"02/18/2024"
"764","Ukraine","Unknown BTR-D/BMD-2",0,0,9,0,9,"02/18/2024"
"765","Ukraine","Unknown Buk M1-2/M2/M3 TEL(AR)",0,0,10,1,11,"02/18/2024"
"766","Ukraine","Unknown IMV",0,0,5,1,6,"02/18/2024"
"767","Ukraine","Unknown SPG",0,0,25,5,30,"02/18/2024"
"768","Ukraine","Unknown T-64",0,0,2,0,2,"02/18/2024"
"769","Ukraine","Unknown T-72",3,7,106,19,135,"02/18/2024"
"770","Ukraine","Unknown T-80",1,0,6,2,9,"02/18/2024"
"771","Ukraine","Unknown communications station",0,0,1,0,1,"02/18/2024"
"772","Ukraine","Unknown communications station based on the KamAZ 6x6",0,0,5,0,5,"02/18/2024"
"773","Ukraine","Unknown counter mortar/battery radar",0,0,0,1,1,"02/18/2024"
"774","Ukraine","Unknown fuel tanker",0,0,5,0,5,"02/18/2024"
"775","Ukraine","Unknown helicopter",0,0,2,0,2,"02/18/2024"
"776","Ukraine","Unknown reconnaissance UAV",1,0,2,0,3,"02/18/2024"
"777","Ukraine","Unknown tank",0,3,39,3,45,"02/18/2024"
"778","Ukraine","Unknown towed artillery",0,0,26,10,36,"02/18/2024"
"779","Ukraine","Unknown truck",3,1,55,2,61,"02/18/2024"
"780","Ukraine","Unknown vehicle",0,0,37,1,38,"02/18/2024"
"781","Ukraine","Ural Federal",7,0,18,0,25,"02/18/2024"
"782","Ukraine","Ural-375D",0,0,1,0,1,"02/18/2024"
"783","Ukraine","Ural-4320",151,14,664,41,870,"02/18/2024"
"784","Ukraine","Ural-4320 KET-L recovery vehicle",2,0,2,0,4,"02/18/2024"
"785","Ukraine","Ural-4320 KT-L recovery vehicle",2,0,5,0,7,"02/18/2024"
"786","Ukraine","Ural-4320 with EOV-3521 excavator",1,0,4,1,6,"02/18/2024"
"787","Ukraine","Ural-4320 with KS-3574M3 or KS-3574M crane",1,0,3,0,4,"02/18/2024"
"788","Ukraine","Ural-542301 tank transporter",0,0,1,0,1,"02/18/2024"
"789","Ukraine","VAB",0,3,13,5,21,"02/18/2024"
"790","Ukraine","Varta",24,0,10,2,36,"02/18/2024"
"791","Ukraine","Vepr",1,0,2,0,3,"02/18/2024"
"792","Ukraine","Vityaz DT-10PM articulated tracked carrier",0,0,1,0,1,"02/18/2024"
"793","Ukraine","Vityaz DT-30 articulated tracked carrier",3,0,1,2,6,"02/18/2024"
"794","Ukraine","Wolfhound Protected Patrol",0,0,5,0,5,"02/18/2024"
"795","Ukraine","YPR-765",4,7,41,10,62,"02/18/2024"
"796","Ukraine","ZALA 421-16<U+0415>",13,0,32,0,45,"02/18/2024"
"797","Ukraine","ZSU-23-4 Shilka",7,2,3,2,14,"02/18/2024"
"798","Ukraine","ZiL-130",1,0,6,0,7,"02/18/2024"
"799","Ukraine","ZiL-131",39,1,97,3,140,"02/18/2024"
"800","Ukraine","ZiL-131 tanker",1,1,3,1,6,"02/18/2024"
"801","Ukraine","ZiL-131-based KShM KUNG command vehicle",0,0,1,0,1,"02/18/2024"
"802","Ukraine","ZiL-157",2,0,0,0,2,"02/18/2024"
"803","Ukraine","ZiL-181",0,0,1,0,1,"02/18/2024"
"804","Ukraine",NA,0,0,3,0,3,"02/18/2024"
