"","country","system","destroyed","abandoned","captured","damaged","total","Date"
"343","Ukraine","Unknown AFV",9,0,0,0,9,"05/05/2022"
"344","Ukraine","Unknown BTR",1,2,0,0,3,"05/05/2022"
"345","Ukraine","Unknown SPG",1,0,0,0,1,"05/05/2022"
"346","Ukraine","Unknown tank",8,0,0,0,8,"05/05/2022"
"347","Ukraine","Unknown towed artillery",4,0,0,2,6,"05/05/2022"
"348","Ukraine","Unknown truck",25,1,4,4,34,"05/05/2022"
"349","Ukraine","Unknown vehicle",15,0,0,0,15,"05/05/2022"
"350","Ukraine","Ural-375D",3,0,17,0,20,"05/05/2022"
"351","Ukraine","Ural-4320",8,0,6,1,15,"05/05/2022"
"352","Ukraine","Varta",2,0,12,0,14,"05/05/2022"
"353","Ukraine","Vepr AFV",0,0,2,0,2,"05/05/2022"
"354","Ukraine","Vepr MRAP",0,0,1,0,1,"05/05/2022"
"355","Ukraine","Warmate loitering munition",2,0,0,0,2,"05/05/2022"
"356","Ukraine","Weaponised VTOL UAV",1,0,0,0,1,"05/05/2022"
"357","Ukraine","ZSU-23-4 'Shilka'",0,0,2,0,2,"05/05/2022"
"358","Ukraine","Zhuk class patrol boat (Sea Guard)",0,0,2,0,2,"05/05/2022"
"359","Ukraine","ZiL-130",1,0,0,0,1,"05/05/2022"
"360","Ukraine","ZiL-131",18,2,32,0,52,"05/05/2022"
"361","Ukraine","ZiL-157",0,0,1,0,1,"05/05/2022"
