"","country","system","captured","damaged","destroyed","abandoned","total","Date"
"654","Ukraine","BGM-1 drilling rig",0,0,1,0,1,"05/24/2026"
"655","Ukraine","BMC Kirpi",14,27,108,22,171,"05/24/2026"
"656","Ukraine","BMC Kirpi II",2,0,13,0,15,"05/24/2026"
"657","Ukraine","BMD-2",4,0,3,0,7,"05/24/2026"
"658","Ukraine","BMK-460 towing and motor boat",0,2,0,0,2,"05/24/2026"
"659","Ukraine","BMM-4C Ambulance",2,0,2,0,4,"05/24/2026"
"660","Ukraine","BMM-70 Ambulance",0,0,3,0,3,"05/24/2026"
"661","Ukraine","BMP-1(P)",64,31,448,32,575,"05/24/2026"
"662","Ukraine","BMP-1KSh command and staff vehicle",1,0,3,0,4,"05/24/2026"
"663","Ukraine","BMP-1LB",0,1,0,0,1,"05/24/2026"
"664","Ukraine","BMP-1TS 'Parus'",0,0,13,0,13,"05/24/2026"
"665","Ukraine","BMP-1TS 'Sich'",0,1,0,0,1,"05/24/2026"
"666","Ukraine","BMP-1TS 'Spys'",2,8,32,7,49,"05/24/2026"
"667","Ukraine","BMP-1U Shkval",1,0,0,0,1,"05/24/2026"
"668","Ukraine","BMP-2(K)",33,20,267,17,337,"05/24/2026"
"669","Ukraine","BMP-2D",1,0,2,0,3,"05/24/2026"
"670","Ukraine","BMP-3",0,0,1,0,1,"05/24/2026"
"671","Ukraine","BMPT Azovets",1,0,0,0,1,"05/24/2026"
"672","Ukraine","BMR-2 mine-clearing tank",0,0,1,1,2,"05/24/2026"
"673","Ukraine","BOV APC",1,1,3,1,6,"05/24/2026"
"674","Ukraine","BPzV Svatava combat reconnaissance vehicle",0,0,3,0,3,"05/24/2026"
"675","Ukraine","BRDM-2",22,1,53,1,77,"05/24/2026"
"676","Ukraine","BRDM-2 'VEPR'",0,0,2,0,2,"05/24/2026"
"677","Ukraine","BRDM-2L1",20,3,44,2,69,"05/24/2026"
"678","Ukraine","BRDM-2RKhb chemical reconnaissance vehicle",2,0,6,0,8,"05/24/2026"
"679","Ukraine","BRDM-2T(A)",1,0,0,0,1,"05/24/2026"
"680","Ukraine","BREM-1 armoured recovery vehicle",1,3,11,4,19,"05/24/2026"
"681","Ukraine","BREM-2 armoured recovery vehicle",0,1,0,1,2,"05/24/2026"
"682","Ukraine","BREM-Ch ''BREM-4'' armoured recovery vehicle",0,0,4,0,4,"05/24/2026"
"683","Ukraine","BRM-1(K) reconnaissance vehicle",13,5,47,5,70,"05/24/2026"
"684","Ukraine","BTR-3",10,2,40,1,53,"05/24/2026"
"685","Ukraine","BTR-4(E)",23,9,114,6,152,"05/24/2026"
"686","Ukraine","BTR-60D",0,0,7,0,7,"05/24/2026"
"687","Ukraine","BTR-60PB",10,3,38,1,52,"05/24/2026"
"688","Ukraine","BTR-60PU-12 air defence command vehicle",1,0,2,0,3,"05/24/2026"
"689","Ukraine","BTR-7",12,4,21,4,41,"05/24/2026"
"690","Ukraine","BTR-70",12,3,19,0,34,"05/24/2026"
"691","Ukraine","BTR-70DI-02 'Svityaz' command and staff vehicle",1,0,0,0,1,"05/24/2026"
"692","Ukraine","BTR-70M",1,1,7,3,12,"05/24/2026"
"693","Ukraine","BTR-80",27,4,89,2,122,"05/24/2026"
"694","Ukraine","BTR-80M",2,0,0,0,2,"05/24/2026"
"695","Ukraine","BTR-D",1,1,1,1,4,"05/24/2026"
"696","Ukraine","BTR-ZD Skrezhet",1,0,1,0,2,"05/24/2026"
"697","Ukraine","BTS-4 ARV with ZU-23 AA gun",1,0,0,0,1,"05/24/2026"
"698","Ukraine","BTS-4A armoured recovery vehicle",2,2,16,3,23,"05/24/2026"
"699","Ukraine","BVP M-80A",1,7,11,3,22,"05/24/2026"
"700","Ukraine","BWP-1",1,2,16,2,21,"05/24/2026"
"701","Ukraine","Bandvagn Bv 206",0,0,4,0,4,"05/24/2026"
"702","Ukraine","Bandvagn BvS 10",0,1,35,1,37,"05/24/2026"
"703","Ukraine","Bayraktar TB2",0,0,23,0,23,"05/24/2026"
"704","Ukraine","Bergepanzer 2 armoured recovery vehicle",1,2,6,2,11,"05/24/2026"
"705","Ukraine","Bergepanzer 3 armoured recovery vehicle",0,0,2,0,2,"05/24/2026"
"706","Ukraine","Bgbv 90",0,0,1,0,1,"05/24/2026"
"707","Ukraine","Bogdan-2251 ambulance",5,2,17,0,24,"05/24/2026"
"708","Ukraine","Bogdan-2351",0,0,1,0,1,"05/24/2026"
"709","Ukraine","Bogdan-3373",0,0,2,0,2,"05/24/2026"
"710","Ukraine","Bogdan-5316",1,2,8,1,12,"05/24/2026"
"711","Ukraine","Bogdan-63172",4,4,30,2,40,"05/24/2026"
"712","Ukraine","Bogdan-63172 'Kozak'",1,0,2,0,3,"05/24/2026"
"713","Ukraine","Br<U+00FC>ckenlegepanzer 1 'Biber'",1,0,0,0,1,"05/24/2026"
"714","Ukraine","Bukovel-AD EW system",0,1,7,0,8,"05/24/2026"
"715","Ukraine","Bushmaster Protected Mobility Vehicle",3,7,53,0,63,"05/24/2026"
"716","Ukraine","CV9040C",4,11,13,6,34,"05/24/2026"
"717","Ukraine","Caterpillar 434E armoured backhoe loader",0,0,1,0,1,"05/24/2026"
"718","Ukraine","Caterpillar-938G armoured wheeled loader",0,0,1,0,1,"05/24/2026"
"719","Ukraine","Challenger 2",0,1,2,0,3,"05/24/2026"
"720","Ukraine","Challenger Armored Recovery Vehicle",0,0,1,0,1,"05/24/2026"
"721","Ukraine","Coastal link pontoon (for PMP(-M) floating bridge system)",0,0,5,0,5,"05/24/2026"
"722","Ukraine","Control station for the TB2 UCAV",0,0,1,0,1,"05/24/2026"
"723","Ukraine","Cougar H",3,3,12,2,20,"05/24/2026"
"724","Ukraine","Coyote tactical support vehicle",1,0,0,0,1,"05/24/2026"
"725","Ukraine","DAF Leyland 45.150",0,0,4,0,4,"05/24/2026"
"726","Ukraine","DAF YAD 4442 NT",0,0,6,0,6,"05/24/2026"
"727","Ukraine","DAF YAD 4442 NT with Zastava M75 AA gun",0,0,1,0,1,"05/24/2026"
"728","Ukraine","DAF YAD 4442 NT with Zu-23-2 AA gun",0,0,1,0,1,"05/24/2026"
"729","Ukraine","DAF with AGR-20 APKWS",0,0,1,0,1,"05/24/2026"
"730","Ukraine","DDA-66 mobile disinfection shower",1,0,0,0,1,"05/24/2026"
"731","Ukraine","Daewoo Novus",0,1,16,0,17,"05/24/2026"
"732","Ukraine","Daewoo Novus Crane",0,0,1,0,1,"05/24/2026"
"733","Ukraine","Daewoo Novus Excavator",0,0,1,0,1,"05/24/2026"
"734","Ukraine","Downgraded Mowag Eagle II",0,0,1,0,1,"05/24/2026"
"735","Ukraine","Dzhura",0,1,3,0,4,"05/24/2026"
"736","Ukraine","EOV-4421 excavator",1,0,9,0,10,"05/24/2026"
"737","Ukraine","F-16 fighter aircraft",0,0,4,0,4,"05/24/2026"
"738","Ukraine","F3 command cabin (for 70P6 S-300PT)",0,0,3,0,3,"05/24/2026"
"739","Ukraine","FC.K electronic warfare system",0,0,1,0,1,"05/24/2026"
"740","Ukraine","FFG MRAP",2,4,35,4,45,"05/24/2026"
"741","Ukraine","FMTV M1083A1P2",0,1,24,1,26,"05/24/2026"
"742","Ukraine","FV103 Spartan",2,4,33,2,41,"05/24/2026"
"743","Ukraine","FV104 Samaritan",1,0,1,0,2,"05/24/2026"
"744","Ukraine","FV105 Sultan",0,0,4,0,4,"05/24/2026"
"745","Ukraine","FV107 Scimitar",0,1,0,1,2,"05/24/2026"
"746","Ukraine","FV432 Bulldog",4,1,6,0,11,"05/24/2026"
"747","Ukraine","Fennek",0,0,1,0,1,"05/24/2026"
"748","Ukraine","Flyer 72-LD",0,0,1,0,1,"05/24/2026"
"749","Ukraine","GAIA AMIR",0,1,0,1,2,"05/24/2026"
"750","Ukraine","GAZ-3307",0,0,3,0,3,"05/24/2026"
"751","Ukraine","GAZ-3308",1,0,1,0,2,"05/24/2026"
"752","Ukraine","GAZ-3308 tanker",0,0,1,0,1,"05/24/2026"
"753","Ukraine","GAZ-53",2,0,2,0,4,"05/24/2026"
"754","Ukraine","GAZ-63",0,0,1,0,1,"05/24/2026"
"755","Ukraine","GAZ-66",37,6,144,4,191,"05/24/2026"
"756","Ukraine","GAZ-66 tanker",0,0,1,0,1,"05/24/2026"
"757","Ukraine","GAZ-66 with Zu-23-2",0,1,8,0,9,"05/24/2026"
"758","Ukraine","GMZ-3 minelayer",2,1,1,0,4,"05/24/2026"
"759","Ukraine","GT-MU AFV converted to APC",1,0,0,0,1,"05/24/2026"
"760","Ukraine","Gyurza-M-class gunboat",3,1,1,0,5,"05/24/2026"
"761","Ukraine","HIAB X-CL 19 crane truck",0,0,1,0,1,"05/24/2026"
"762","Ukraine","HMMWV Ambulance",8,5,9,0,22,"05/24/2026"
"763","Ukraine","HMMWV with MRLS",0,0,3,0,3,"05/24/2026"
"764","Ukraine","HMMWV with UMZ mine launcher",0,0,1,0,1,"05/24/2026"
"765","Ukraine","Husky Tactical Support Vehicle",3,8,32,3,46,"05/24/2026"
"766","Ukraine","IMR-2 combat engineering vehicle",3,3,17,5,28,"05/24/2026"
"767","Ukraine","INKAS Titan-S",0,0,13,0,13,"05/24/2026"
"768","Ukraine","IRM 'Zhuk' engineer reconnaissance vehicle",1,0,0,0,1,"05/24/2026"
"769","Ukraine","Il-76(MD) transport aircraft",1,0,1,0,2,"05/24/2026"
"770","Ukraine","Inguar 3",0,1,3,1,5,"05/24/2026"
"771","Ukraine","International M1224 MaxxPro",23,43,307,31,404,"05/24/2026"
"772","Ukraine","Island-class patrol boat",0,1,1,0,2,"05/24/2026"
"773","Ukraine","Iveco LMV",2,11,28,6,47,"05/24/2026"
"774","Ukraine","Iveco Magirus 90-16 AW 4x4",0,0,2,0,2,"05/24/2026"
"775","Ukraine","Iveco VM90",0,1,5,0,6,"05/24/2026"
"776","Ukraine","Jelcz P882 D53",0,0,2,0,2,"05/24/2026"
"777","Ukraine","K1Sh1 command and staff vehicle",1,0,1,0,2,"05/24/2026"
"778","Ukraine","KS-4561 excavator",0,0,1,0,1,"05/24/2026"
"779","Ukraine","KS-4562 crane",0,0,1,0,1,"05/24/2026"
"780","Ukraine","KT-L recovery vehicle",2,0,11,0,13,"05/24/2026"
"781","Ukraine","KTO Rosomak",0,1,6,0,7,"05/24/2026"
"782","Ukraine","KamAZ 6x4",0,0,5,0,5,"05/24/2026"
"783","Ukraine","KamAZ 6x6",9,3,36,0,48,"05/24/2026"
"784","Ukraine","KamAZ 6x6 tanker",1,0,1,0,2,"05/24/2026"
"785","Ukraine","KamAZ 6x6 with S-60",0,0,1,0,1,"05/24/2026"
"786","Ukraine","KamAZ 6x6 with ZU-23 AA gun",0,0,1,0,1,"05/24/2026"
"787","Ukraine","Kia-KM-450",0,1,0,0,1,"05/24/2026"
"788","Ukraine","Kolchuga-M' EW passive sensor",0,1,0,0,1,"05/24/2026"
"789","Ukraine","Kozak-2",20,3,61,2,86,"05/24/2026"
"790","Ukraine","Kozak-2M1",9,8,67,3,87,"05/24/2026"
"791","Ukraine","Kozak-5",2,1,26,1,30,"05/24/2026"
"792","Ukraine","Kozak-5MED",0,0,2,0,2,"05/24/2026"
"793","Ukraine","Kozak-7",13,19,113,22,167,"05/24/2026"
"794","Ukraine","KrAZ Cobra",5,1,9,0,15,"05/24/2026"
"795","Ukraine","KrAZ Cougar",4,0,3,0,7,"05/24/2026"
"796","Ukraine","KrAZ Spartan",1,0,11,0,12,"05/24/2026"
"797","Ukraine","KrAZ-214",0,0,1,0,1,"05/24/2026"
"798","Ukraine","KrAZ-255 (for PMP floating bridge system)",2,2,12,0,16,"05/24/2026"
"799","Ukraine","KrAZ-255B",3,1,15,0,19,"05/24/2026"
"800","Ukraine","KrAZ-255B tanker",0,0,1,0,1,"05/24/2026"
"801","Ukraine","KrAZ-255B with KS-3575 crane",0,0,1,0,1,"05/24/2026"
"802","Ukraine","KrAZ-257",0,0,1,0,1,"05/24/2026"
"803","Ukraine","KrAZ-260",3,0,3,0,6,"05/24/2026"
"804","Ukraine","KrAZ-5233",16,3,36,1,56,"05/24/2026"
"805","Ukraine","KrAZ-6322",13,2,76,0,91,"05/24/2026"
"806","Ukraine","KrAZ-6322 'Krepost<U+2019>",5,0,1,0,6,"05/24/2026"
"807","Ukraine","KrAZ-6322 Master mobile workshop",1,0,0,0,1,"05/24/2026"
"808","Ukraine","KrAZ-6322 with S-60",0,0,2,0,2,"05/24/2026"
"809","Ukraine","KrAZ-6446",0,0,4,0,4,"05/24/2026"
"810","Ukraine","KrAZ-65055",0,0,5,0,5,"05/24/2026"
"811","Ukraine","KrAZ-Forpost",0,0,1,0,1,"05/24/2026"
"812","Ukraine","KrAZ-MPV Shrek One",1,0,1,0,2,"05/24/2026"
"813","Ukraine","Krivak III-class frigate",0,0,1,0,1,"05/24/2026"
"814","Ukraine","L-39 Albatros jet training aircraft",0,0,6,0,6,"05/24/2026"
"815","Ukraine","LC-79 APC-SH Fighter 2",0,0,3,0,3,"05/24/2026"
"816","Ukraine","Landing boat Project 1176",0,1,0,0,1,"05/24/2026"
"817","Ukraine","Landing ship Project 773",0,0,1,0,1,"05/24/2026"
"818","Ukraine","Launcher for S-300",0,0,3,0,3,"05/24/2026"
"819","Ukraine","Leopard 1A5",0,6,24,4,34,"05/24/2026"
"820","Ukraine","Leopard 2A4",2,14,14,6,36,"05/24/2026"
"821","Ukraine","Leopard 2A6",1,6,7,1,15,"05/24/2026"
"822","Ukraine","Leopard 2R mine-clearing tank",0,3,1,1,5,"05/24/2026"
"823","Ukraine","M-55S",0,1,3,0,4,"05/24/2026"
"824","Ukraine","M1043 HMMWV",0,0,1,0,1,"05/24/2026"
"825","Ukraine","M1100-series HMMWV",0,1,14,1,16,"05/24/2026"
"826","Ukraine","M1114 and M1151 HMMWV",19,38,184,23,264,"05/24/2026"
"827","Ukraine","M1117 Guardian",0,1,24,3,28,"05/24/2026"
"828","Ukraine","M1123 HMMWV",0,1,5,0,6,"05/24/2026"
"829","Ukraine","M1126 Stryker",7,12,88,7,114,"05/24/2026"
"830","Ukraine","M113",50,73,370,70,563,"05/24/2026"
"831","Ukraine","M1132 Stryker Engineering Squad Vehicle",1,0,9,0,10,"05/24/2026"
"832","Ukraine","M113AS4",1,3,15,3,22,"05/24/2026"
"833","Ukraine","M113G3DK/G4DK",1,1,5,2,9,"05/24/2026"
"834","Ukraine","M1150 Assault Breacher",0,1,2,1,4,"05/24/2026"
"835","Ukraine","M1152 HMMWV",4,3,88,1,96,"05/24/2026"
"836","Ukraine","M1152 HMMWV with Zu-23-2",0,0,1,0,1,"05/24/2026"
"837","Ukraine","M1165 HMMWV",3,2,12,0,17,"05/24/2026"
"838","Ukraine","M1167 TOW carrying HMMWV",0,0,1,0,1,"05/24/2026"
"839","Ukraine","M1297 A-GMV",0,0,1,0,1,"05/24/2026"
"840","Ukraine","M1A1 Abrams",1,11,12,11,35,"05/24/2026"
"841","Ukraine","M2A2 Bradley ODS-SA",13,60,94,48,215,"05/24/2026"
"842","Ukraine","M548 tracked cargo carrier",0,0,1,0,1,"05/24/2026"
"843","Ukraine","M577 command post",5,10,48,12,75,"05/24/2026"
"844","Ukraine","M58 MICLIC mine clearing system",0,0,1,0,1,"05/24/2026"
"845","Ukraine","M60 AVLB",0,1,2,2,5,"05/24/2026"
"846","Ukraine","M88A1 armoured recovery vehicle",1,0,2,0,3,"05/24/2026"
"847","Ukraine","M88A2 armoured recovery vehicle",0,1,0,2,3,"05/24/2026"
"848","Ukraine","M901 launcher (for MIM-104 Patriot)",0,0,1,0,1,"05/24/2026"
"849","Ukraine","M922 field artillery ammunition supply vehicle",0,0,2,0,2,"05/24/2026"
"850","Ukraine","M998 HMMWV",11,2,8,0,21,"05/24/2026"
"851","Ukraine","MAN HX81 tank transporter",0,0,3,0,3,"05/24/2026"
"852","Ukraine","MAN KAT 4x4",0,0,4,0,4,"05/24/2026"
"853","Ukraine","MAN Multi-A4 FSA",0,0,2,0,2,"05/24/2026"
"854","Ukraine","MAN SX45 8x8 launcher (for IRIS-T SLM)",0,0,1,0,1,"05/24/2026"
"855","Ukraine","MAN TG 4x4",0,0,7,0,7,"05/24/2026"
"856","Ukraine","MAN TG 6x6",0,0,5,0,5,"05/24/2026"
"857","Ukraine","MAN TGS",0,0,1,0,1,"05/24/2026"
"858","Ukraine","MAZ-500 tanker",1,0,2,0,3,"05/24/2026"
"859","Ukraine","MAZ-5336",0,0,2,0,2,"05/24/2026"
"860","Ukraine","MAZ-5337",0,0,1,0,1,"05/24/2026"
"861","Ukraine","MAZ-5337 tanker",0,0,1,0,1,"05/24/2026"
"862","Ukraine","MAZ-537",1,0,4,0,5,"05/24/2026"
"863","Ukraine","MAZ-6317",0,0,3,0,3,"05/24/2026"
"864","Ukraine","MAZ-63172",0,0,1,0,1,"05/24/2026"
"865","Ukraine","MDK-3 trench-digging vehicle",1,0,0,0,1,"05/24/2026"
"866","Ukraine","MLS Shield",0,2,5,0,7,"05/24/2026"
"867","Ukraine","MR-18 Mobile 3D Surveillance Radar",0,0,1,0,1,"05/24/2026"
"868","Ukraine","MT-LB",8,5,102,1,116,"05/24/2026"
"869","Ukraine","MT-LB with 85mm D-44 gun",0,0,1,0,1,"05/24/2026"
"870","Ukraine","MT-LB with BPU-1 turret",0,0,1,0,1,"05/24/2026"
"871","Ukraine","MT-LB with ZU-23 AA gun",2,2,10,0,14,"05/24/2026"
"872","Ukraine","MT-LB-AT",0,0,3,0,3,"05/24/2026"
"873","Ukraine","MT-LB-S Ambulance",5,0,28,1,34,"05/24/2026"
"874","Ukraine","MT-LBu",3,0,14,0,17,"05/24/2026"
"875","Ukraine","MT-LBu with BM-7 'Parus'",0,0,1,0,1,"05/24/2026"
"876","Ukraine","MT-T multi-purpose tracked transporter",0,1,0,0,1,"05/24/2026"
"877","Ukraine","MTO-AT mobile workshop",2,0,3,0,5,"05/24/2026"
"878","Ukraine","MTU-55 bridge layer",0,0,1,0,1,"05/24/2026"
"879","Ukraine","Marder 1A3",7,9,37,10,63,"05/24/2026"
"880","Ukraine","Mastiff Protected Patrol",3,10,25,6,44,"05/24/2026"
"881","Ukraine","Mercedes-1017 tanker",0,0,1,0,1,"05/24/2026"
"882","Ukraine","Mercedes-Benz Unimog U1300L ambulance",0,1,6,0,7,"05/24/2026"
"883","Ukraine","Mercedes-Benz Zetros",0,0,4,0,4,"05/24/2026"
"884","Ukraine","Mi-14PS maritime helicopter",0,0,1,0,1,"05/24/2026"
"885","Ukraine","Mi-17V5",0,0,3,0,3,"05/24/2026"
"886","Ukraine","Mi-2 training helicopter",1,0,3,0,4,"05/24/2026"
"887","Ukraine","Mi-24 attack helicopter",0,2,9,0,11,"05/24/2026"
"888","Ukraine","Mi-24P attack helicopter",0,0,2,0,2,"05/24/2026"
"889","Ukraine","Mi-8 transport helicopter",0,1,26,0,27,"05/24/2026"
"890","Ukraine","Mi-8/17",0,0,1,0,1,"05/24/2026"
"891","Ukraine","MiG-29 fighter aircraft",0,3,33,0,36,"05/24/2026"
"892","Ukraine","Mirage 2000-5F fighter aircraft",0,0,1,0,1,"05/24/2026"
"893","Ukraine","Mobile field bathhouse based on MAZ-6317 chassis",1,0,0,0,1,"05/24/2026"
"894","Ukraine","NASAMS launcher",0,0,2,0,2,"05/24/2026"
"895","Ukraine","NOTA",1,0,0,0,1,"05/24/2026"
"896","Ukraine","Novator",5,9,71,4,89,"05/24/2026"
"897","Ukraine","Novator 2",0,1,48,2,51,"05/24/2026"
"898","Ukraine","Oncilla",2,5,31,3,41,"05/24/2026"
"899","Ukraine","Oshkosh M-ATV",5,8,34,4,51,"05/24/2026"
"900","Ukraine","Oshkosh M1089A1P2 wrecker",0,0,1,0,1,"05/24/2026"
"901","Ukraine","Otokar Cobra II",0,0,6,0,6,"05/24/2026"
"902","Ukraine","P-14 'Tall King'",0,1,0,0,1,"05/24/2026"
"903","Ukraine","P-18 'Malakhit'",1,2,11,0,14,"05/24/2026"
"904","Ukraine","P-18 'Spoon Rest D'",1,2,9,0,12,"05/24/2026"
"905","Ukraine","P-18ML long-range VHF surveillance radar",0,2,2,0,4,"05/24/2026"
"906","Ukraine","P-19 'Flat Face B'",0,0,2,0,2,"05/24/2026"
"907","Ukraine","P-35/37 'Bar Lock'",0,0,1,0,1,"05/24/2026"
"908","Ukraine","P-37 'Mech' early warning radar",1,0,0,0,1,"05/24/2026"
"909","Ukraine","PRP-3 with a BMD-2 turret",0,0,8,1,9,"05/24/2026"
"910","Ukraine","PRP-3 with a BMP-1 turret",0,0,3,0,3,"05/24/2026"
"911","Ukraine","PRV-11 'Side Net'",1,0,0,0,1,"05/24/2026"
"912","Ukraine","PRV-13 'Odd Pair'",1,0,2,0,3,"05/24/2026"
"913","Ukraine","PRV-16 'Thin Skin B'",0,0,3,0,3,"05/24/2026"
"914","Ukraine","PRV-16ML height-finder radar",0,0,1,0,1,"05/24/2026"
"915","Ukraine","PT-91 Twardy",0,4,7,3,14,"05/24/2026"
"916","Ukraine","PTS-2 tracked amphibious transport",1,0,1,0,2,"05/24/2026"
"917","Ukraine","PZM-2 trench-digging vehicle",0,1,3,0,4,"05/24/2026"
"918","Ukraine","Panthera T6",3,1,11,0,15,"05/24/2026"
"919","Ukraine","Pbv 302",2,6,29,8,45,"05/24/2026"
"920","Ukraine","Pbv 501A",1,3,11,3,18,"05/24/2026"
"921","Ukraine","Petra Hunter",1,0,2,0,3,"05/24/2026"
"922","Ukraine","Pinzgauer Vector 718",1,2,6,0,9,"05/24/2026"
"923","Ukraine","Plastun-RP3000 MTDFS",0,0,1,0,1,"05/24/2026"
"924","Ukraine","Polycar Bus Truck",0,0,1,0,1,"05/24/2026"
"925","Ukraine","Polycar KET-L based on MAN-TG",0,0,1,0,1,"05/24/2026"
"926","Ukraine","Pr.304 Amur-class command ship",0,0,1,0,1,"05/24/2026"
"927","Ukraine","Project 'Laguna' reconnaissance ship",0,0,1,0,1,"05/24/2026"
"928","Ukraine","Project 1258 Yevgenya-class minesweeper",0,0,1,0,1,"05/24/2026"
"929","Ukraine","Project 1390 Strizh-class boat",0,1,0,0,1,"05/24/2026"
"930","Ukraine","Project 1462 hydrographic boat",1,0,0,0,1,"05/24/2026"
"931","Ukraine","Project 376 Yaroslavets-class general purpose tugboat",0,0,1,0,1,"05/24/2026"
"932","Ukraine","Project 50030 Kalkan-class patrol boat (Sea Guard)",6,0,0,0,6,"05/24/2026"
"933","Ukraine","Project 58181 Centaur-class fast assault boat",0,0,1,0,1,"05/24/2026"
"934","Ukraine","Project T-63OZh Kostromich-class tug boat",0,0,1,0,1,"05/24/2026"
"935","Ukraine","Puch 230GE W461 ambulance",0,0,1,0,1,"05/24/2026"
"936","Ukraine","Puma 4x4",0,0,1,0,1,"05/24/2026"
"937","Ukraine","Puma 6x6",0,1,9,1,11,"05/24/2026"
"938","Ukraine","Punisher",1,0,1,0,2,"05/24/2026"
"939","Ukraine","R-142N command and staff vehicle",0,0,1,0,1,"05/24/2026"
"940","Ukraine","R-145BM command vehicle",1,0,5,0,6,"05/24/2026"
"941","Ukraine","R-360 Neptune launcher",0,1,0,0,1,"05/24/2026"
"942","Ukraine","R-405M radio station vehicle",0,0,1,0,1,"05/24/2026"
"943","Ukraine","R-409A radio station vehicle",0,0,1,0,1,"05/24/2026"
"944","Ukraine","R-410-7,5 tropospheric radio relay communication station",0,0,1,0,1,"05/24/2026"
"945","Ukraine","R-845 radio station",0,0,1,0,1,"05/24/2026"
"946","Ukraine","RADA ieMHR",0,0,2,0,2,"05/24/2026"
"947","Ukraine","REFORM MedEvac B6",0,1,0,0,1,"05/24/2026"
"948","Ukraine","RKhM 'Kashalot'",3,2,3,0,8,"05/24/2026"
"949","Ukraine","RMMV HX 4x4",0,0,2,0,2,"05/24/2026"
"950","Ukraine","RMMV TG MIL 6x6",0,0,1,0,1,"05/24/2026"
"951","Ukraine","Radio relay station for the TB2 UCAV",0,0,1,0,1,"05/24/2026"
"952","Ukraine","Renault D",0,0,1,0,1,"05/24/2026"
"953","Ukraine","Renault Midlum",0,0,3,0,3,"05/24/2026"
"954","Ukraine","Renault TRM-2000",0,1,2,0,3,"05/24/2026"
"955","Ukraine","River link pontoon (for NZhM-56(U-M) floating railway bridge)",0,0,3,0,3,"05/24/2026"
"956","Ukraine","River link pontoon (for PMP(-M) floating bridge system)",1,9,29,0,39,"05/24/2026"
"957","Ukraine","Roshel Senator IMV",5,5,59,3,72,"05/24/2026"
"958","Ukraine","Roshel Senator MRAP",11,11,125,8,155,"05/24/2026"
"959","Ukraine","Roshel Senator Medevac",0,0,2,0,2,"05/24/2026"
"960","Ukraine","SIDAM 25 converted to APC",1,1,6,1,9,"05/24/2026"
"961","Ukraine","SNAR-10 battlefield surveillance radar",2,0,1,0,3,"05/24/2026"
"962","Ukraine","Sisu XA-185",2,3,18,5,28,"05/24/2026"
"963","Ukraine","SkyGuard Aspide control station",0,0,1,0,1,"05/24/2026"
"964","Ukraine","Sorum-class seagoing tugboat",1,0,0,0,1,"05/24/2026"
"965","Ukraine","Star-266",0,0,1,0,1,"05/24/2026"
"966","Ukraine","Star-266 with ZU-23 AA gun",0,0,1,0,1,"05/24/2026"
"967","Ukraine","Stenka-class patrol boat (Operated by the Sea Guard)",0,1,1,0,2,"05/24/2026"
"968","Ukraine","Steyr 1291",0,1,0,0,1,"05/24/2026"
"969","Ukraine","Stormer HVM",0,3,0,0,3,"05/24/2026"
"970","Ukraine","Stridsvagn 122",0,8,1,6,15,"05/24/2026"
"971","Ukraine","Su-24M strike aircraft",0,0,20,0,20,"05/24/2026"
"972","Ukraine","Su-24MR tactical reconnaissance aircraft",0,0,1,0,1,"05/24/2026"
"973","Ukraine","Su-25 close air support aircraft",0,2,20,0,22,"05/24/2026"
"974","Ukraine","Su-27 fighter aircraft",0,0,20,0,20,"05/24/2026"
"975","Ukraine","Support vehicle (for 1RL131 P-18 'Terek' early warning radar)",1,0,0,0,1,"05/24/2026"
"976","Ukraine","T-64 mine-clearing tank",1,1,1,1,4,"05/24/2026"
"977","Ukraine","T-64A",1,0,1,0,2,"05/24/2026"
"978","Ukraine","T-64B",2,2,4,1,9,"05/24/2026"
"979","Ukraine","T-64B1M",7,0,3,0,10,"05/24/2026"
"980","Ukraine","T-64BM 'Bulat'",3,4,20,1,28,"05/24/2026"
"981","Ukraine","T-64BM2 'Bulat'",0,1,3,0,4,"05/24/2026"
"982","Ukraine","T-64BV",52,47,375,22,496,"05/24/2026"
"983","Ukraine","T-64BV Zr. 2017",32,15,104,9,160,"05/24/2026"
"984","Ukraine","T-64BVK",0,0,4,0,4,"05/24/2026"
"985","Ukraine","T-72 'Ural'",1,1,10,1,13,"05/24/2026"
"986","Ukraine","T-72AMT",7,6,19,3,35,"05/24/2026"
"987","Ukraine","T-72AMT Zr.2022",0,0,3,0,3,"05/24/2026"
"988","Ukraine","T-72AV",8,9,67,9,93,"05/24/2026"
"989","Ukraine","T-72B",6,3,51,0,60,"05/24/2026"
"990","Ukraine","T-72EA",1,5,31,3,40,"05/24/2026"
"991","Ukraine","T-72M/M1(R)",11,15,97,9,132,"05/24/2026"
"992","Ukraine","T-80BV",12,13,70,4,99,"05/24/2026"
"993","Ukraine","T-80UD",0,1,0,0,1,"05/24/2026"
"994","Ukraine","TDA-M mobile smoke generator",0,0,3,0,3,"05/24/2026"
"995","Ukraine","TMM-3M1 bridge layer",1,0,0,0,1,"05/24/2026"
"996","Ukraine","TRML-4D multi-functional radar (for IRIS-T SLM)",0,1,1,0,2,"05/24/2026"
"997","Ukraine","Tempest 4x4-MPV",0,0,1,0,1,"05/24/2026"
"998","Ukraine","Terradyne Gurkha",0,0,1,0,1,"05/24/2026"
